"Date","Number 1","Number 2","Number 3","Number 4","Number 5","Powerball","Power Play","Jackpot"
"01/09/2016","32","16","19","57","34","13","3","947900000.0000"
"01/06/2016","47","2","63","62","11","17","3","528500000.0000"
"01/02/2016","42","15","6","5","29","10","2","355800000.0000"
"12/30/2015","12","61","54","38","36","22","3","301800000.0000"
"12/26/2015","65","40","44","59","27","20","2","261700000.0000"
"12/23/2015","67","16","63","38","55","25","4","232600000.0000"
"12/19/2015","30","68","59","41","28","10","2","204600000.0000"
"12/16/2015","9","42","10","55","32","6","2","180000000.0000"
"12/12/2015","62","2","30","19","14","22","2","161000000.0000"
"12/09/2015","16","46","10","56","7","1","2","145900000.0000"
"12/05/2015","47","33","68","27","13","13","2","128700000.0000"
"12/02/2015","14","18","19","64","32","9","2","110000000.0000"
"11/28/2015","47","2","66","67","6","2","3","100000000.0000"
"11/25/2015","53","16","69","58","29","21","2","90000000.0000"
"11/21/2015","37","57","47","50","52","21","3","80000000.0000"
"11/18/2015","40","17","46","69","41","6","2","70000000.0000"
"11/14/2015","14","22","37","45","66","5","3","60000000.0000"
"11/11/2015","26","4","32","55","64","18","3","50000000.0000"
"11/07/2015","50","53","7","16","25","15","2","40000000.0000"
"11/04/2015","12","2","17","20","65","17","4","144100000.0000"
"10/31/2015","9","47","20","25","68","7","2","127500000.0000"
"10/28/2015","56","62","54","63","4","10","2","110000000.0000"
"10/24/2015","20","31","56","64","60","2","3","100000000.0000"
"10/21/2015","57","32","30","42","56","11","4","90000000.0000"
"10/17/2015","57","62","69","49","48","19","3","80000000.0000"
"10/14/2015","20","15","31","40","29","1","2","70000000.0000"
"10/10/2015","27","68","12","43","29","1","2","60000000.0000"
"10/07/2015","52","40","48","18","30","9","3","50000000.0000"
"10/03/2015","33","6","46","44","26","4","2","40000000.0000"
"09/30/2015","40","59","21","39","55","17","3","310500000.0000"
"09/26/2015","23","57","42","31","50","5","3","266600000.0000"
"09/23/2015","8","29","51","58","41","5","2","238600000.0000"
"09/19/2015","12","43","17","26","48","24","2","211500000.0000"
"09/16/2015","7","5","39","24","31","7","3","188000000.0000"
"09/12/2015","35","3","16","2","13","27","3","168700000.0000"
"09/09/2015","50","44","45","51","47","8","2","149400000.0000"
"09/05/2015","29","10","18","16","45","19","2","134100000.0000"
"09/02/2015","17","46","22","30","56","16","3","120000000.0000"
"08/29/2015","25","18","29","21","28","16","2","110000000.0000"
"08/26/2015","22","56","2","45","32","12","5","100000000.0000"
"08/22/2015","12","14","21","4","55","7","4","90000000.0000"
"08/19/2015","6","43","48","50","8","7","2","80000000.0000"
"08/15/2015","3","17","13","52","42","24","4","70000000.0000"
"08/12/2015","29","38","8","13","52","28","2","60000000.0000"
"08/08/2015","34","48","54","52","9","15","4","50000000.0000"
"08/05/2015","42","14","9","16","11","19","2","40000000.0000"
"08/01/2015","13","7","49","24","57","15","3","110000000.0000"
"07/29/2015","4","52","22","27","28","35","3","100000000.0000"
"07/25/2015","27","44","41","29","34","2","3","90000000.0000"
"07/22/2015","31","12","57","44","43","11","2","80000000.0000"
"07/18/2015","39","6","37","45","55","33","3","70000000.0000"
"07/15/2015","45","34","13","50","16","11","2","60000000.0000"
"07/11/2015","46","39","52","11","54","3","2","50000000.0000"
"07/08/2015","30","27","25","15","4","18","3","40000000.0000"
"07/04/2015","24","18","6","3","14","21","3","70000000.0000"
"07/01/2015","24","41","31","26","7","25","2","60000000.0000"
"06/27/2015","35","18","46","49","28","27","5","50000000.0000"
"06/24/2015","5","10","3","22","32","7","4","40000000.0000"
"06/20/2015","20","16","10","57","9","15","2","80000000.0000"
"06/17/2015","22","20","21","54","41","7","3","70000000.0000"
"06/13/2015","41","29","52","54","48","29","2","60000000.0000"
"06/10/2015","49","32","31","53","48","25","2","50000000.0000"
"06/06/2015","18","43","13","8","27","15","4","40000000.0000"
"06/03/2015","6","40","37","13","8","11","2","188900000.0000"
"05/30/2015","57","25","8","56","9","22","2","170100000.0000"
"05/27/2015","8","15","59","34","53","23","2","153800000.0000"
"05/23/2015","31","9","43","17","15","16","4","138000000.0000"
"05/20/2015","12","1","44","28","35","25","3","121300000.0000"
"05/16/2015","48","24","38","52","29","32","2","110000000.0000"
"05/13/2015","31","29","1","47","25","7","3","100000000.0000"
"05/09/2015","58","4","17","35","15","17","3","90000000.0000"
"05/06/2015","24","41","39","23","27","30","5","80000000.0000"
"05/02/2015","2","31","6","11","30","33","3","70000000.0000"
"04/29/2015","26","1","38","34","51","6","3","60000000.0000"
"04/25/2015","45","21","35","33","38","12","2","50000000.0000"
"04/22/2015","25","10","14","39","53","18","2","40000000.0000"
"04/18/2015","31","22","13","23","29","17","3","50000000.0000"
"04/15/2015","1","21","29","16","40","30","3","40000000.0000"
"04/11/2015","58","1","32","42","12","12","2","80000000.0000"
"04/08/2015","1","19","45","58","46","29","2","70000000.0000"
"04/04/2015","41","33","39","54","40","28","3","60000000.0000"
"04/01/2015","44","39","30","33","2","1","3","50000000.0000"
"03/28/2015","38","2","12","4","6","17","3","40000000.0000"
"03/25/2015","54","23","19","7","50","14","2","40000000.0000"
"03/21/2015","30","38","16","11","42","7","4","50000000.0000"
"03/18/2015","30","47","33","25","14","8","2","40000000.0000"
"03/14/2015","46","47","8","14","39","18","2","136000000.0000"
"03/11/2015","24","44","31","11","40","27","2","118800000.0000"
"03/07/2015","50","42","36","38","34","33","4","101500000.0000"
"03/04/2015","8","35","15","12","50","32","2","90000000.0000"
